geo,year,Acidified Milk,Bovine Meat,Buffalos Milk,Butter,Cheese,Chicken Meat,Cows Milk,Cream,Drinking Milk,Eggs for consumption,Ewes Milk,Goat Meat,Goats Milk,Honey,Horses-Asses-Mules-Hinnies Meat,Meat of Livestock,Other Dairy Product,Other Meat,Pig Meat,Poultry Meat,Sheep Meat,Total Raw Milk,Cluster
HR,2017,0.0,1358.0,0.0,0.0,7.0,0.0,5671.0,0.0,105.0,0.0103,73.0,17.0,84.0,31.0,95.0,1725.0,22.0,0.0,141.0,3.0,538.0,3094.0,0
HR,2018,0.0,1857.0,0.0,0.0,43.0,0.0,2846.0,0.0,0.0,0.00915,108.0,21.0,175.0,28.0,124.0,2311.0,15.0,0.0,459.0,2.0,620.0,1476.0,0
HR,2019,0.0,2153.0,0.0,0.0,1.0,0.0,1087.0,0.0,2.0,0.0167105,86.0,18.0,280.0,48.0,226.0,2602.0,0.0,0.0,45.0,2.0,730.0,1869.0,0
HR,2020,0.0,0.0,0.0,0.0,4.0,0.0,1555.0,0.0,0.0,0.030767,0.0,18.0,229.0,0.0,293.0,2835.0,47.0,0.0,12.0,1.0,0.0,871.0,0
HR,2021,0.0,0.0,0.0,0.0,26.0,0.0,754.0,0.0,0.0,0.07509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
HU,2012,94.0,443.0,0.0,26.0,375.0,0.0,9308.0,21.0,6379.0,0.176985,0.0,4.0,73.0,0.0,5.0,906.0,0.0,5.0,278.0,133.0,39.0,9381.0,0
HU,2013,118.0,431.0,0.0,21.0,415.0,0.0,9353.0,16.0,6360.0,0.16706,0.0,4.0,69.0,0.0,4.0,894.0,0.0,5.0,275.0,133.0,42.0,9422.0,0
HU,2014,111.0,1435.0,0.0,20.0,390.0,0.0,6281.0,15.0,5978.0,0.272535,0.0,1.0,0.0,0.0,0.0,982.0,0.0,0.0,215.0,129.0,22.0,8856.0,0
HU,2015,144.0,0.0,0.0,26.0,508.0,0.0,0.0,19.0,7786.0,0.253666,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,11534.0,0
HU,2016,172.0,0.0,0.0,25.0,537.0,0.0,0.0,15.0,9907.0,0.1345491999999999,0.0,0.0,0.0,0.0,0.0,1376.0,0.0,0.0,0.0,0.0,0.0,13759.0,0
HU,2017,168.0,0.0,0.0,25.0,526.0,0.0,0.0,15.0,9711.0,0.2533602,0.0,0.0,0.0,0.0,0.0,1123.0,0.0,0.0,0.0,0.0,0.0,13487.0,0
HU,2018,59.0,0.0,0.0,9.0,184.0,0.0,0.0,5.0,3399.0,0.2359871999999999,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,4721.0,0
HU,2019,62.0,0.0,0.0,9.0,194.0,0.0,0.0,6.0,3589.0,0.565078,0.0,0.0,0.0,0.0,0.0,1812.0,0.0,0.0,0.0,0.0,0.0,4985.0,0
HU,2020,64.0,0.0,0.0,6.0,116.0,0.0,0.0,4.0,2311.0,0.268484,0.0,0.0,0.0,0.0,0.0,1621.0,0.0,0.0,0.0,0.0,0.0,3209.0,0
HU,2021,95.0,0.0,0.0,10.0,240.0,0.0,0.0,5.0,4356.0,0.40555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6313.0,0
IE,2013,0.0,1135.0,0.0,0.0,27.0,0.0,6999.0,0.0,7100.0,0.8652091000000001,0.0,0.0,14.0,0.0,0.0,943.0,0.0,1.0,20.0,223.0,172.0,7012.0,0
IE,2014,5492.0,1782.0,0.0,0.0,19.0,0.0,5972.0,2.0,2359.0,0.97833575,0.0,0.0,6.0,0.0,0.0,1139.0,0.0,0.0,33.0,323.0,200.0,7703.0,0
IE,2015,3060.0,1756.0,0.0,0.0,25092.0,0.0,11037.0,17.0,536.0,1.04587955,0.0,0.0,0.0,0.0,0.0,1337.0,0.0,0.0,29.0,262.0,180.0,5978.0,0
IE,2016,4851.0,1506.0,0.0,0.0,249.0,0.0,14010.0,15.0,394.0,1.18036475,0.0,0.0,0.0,0.0,0.0,1555.0,0.0,0.0,41.0,315.0,276.0,7335.0,0
IE,2017,5578.0,0.0,0.0,0.0,217.0,0.0,0.0,70.0,9316.0,1.5068018,0.0,0.0,0.0,0.0,0.0,1550.0,0.0,0.0,0.0,0.0,0.0,9035.0,0
IE,2018,5550.0,0.0,0.0,0.0,391.0,0.0,0.0,10.0,1123.0,1.7469291,0.0,0.0,0.0,0.0,0.0,2361.0,0.0,0.0,0.0,0.0,0.0,17791.0,0
IE,2019,6203.0,0.0,0.0,0.0,86.0,0.0,0.0,19.0,2827.0,1.6036585,0.0,0.0,0.0,0.0,0.0,2338.0,0.0,0.0,0.0,0.0,0.0,11037.0,0
IE,2020,11419.0,0.0,0.0,1.0,144.0,0.0,0.0,27.0,3238.0,1.7904915,0.0,0.0,0.0,0.0,0.0,2227.0,0.0,0.0,0.0,0.0,0.0,10722.0,0
IE,2021,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14010.0,0
IT,2014,900.0,44585.0,0.0,225.0,18076.0,0.0,162504.0,1519.0,20035.0,10.4744145,36301.0,1854.0,4717.0,2778.0,84.0,73555.0,0.0,0.0,3628.0,552.0,15153.0,203522.0,0
IT,2015,700.0,25264.0,0.0,137.0,24700.0,0.0,291693.0,980.0,23685.0,23.0929587,37500.0,635.0,5183.0,0.0,0.0,54927.0,0.0,1.0,8743.0,13687.0,6514.0,334376.0,0
IT,2016,0.0,0.0,0.0,1.0,20520.0,0.0,400000.0,0.0,27661.0,24.73092605,140591.0,0.0,10769.0,0.0,0.0,99073.0,0.0,1.0,0.0,0.0,0.0,551360.0,1
IT,2017,0.0,0.0,0.0,1.0,14635.0,0.0,214627.0,0.0,23544.0,10.3207967,103525.0,0.0,21976.0,0.0,0.0,52039.0,0.0,0.0,0.0,0.0,0.0,340128.0,0
IT,2020,0.0,0.0,0.0,1.0,16440.0,0.0,0.0,0.0,27491.0,22.23346365,0.0,0.0,0.0,0.0,0.0,91159.0,0.0,0.0,0.0,0.0,0.0,396074.0,1
IT,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448184.0,1
IT,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587914.0,1
LT,2012,2587.0,1441.0,0.0,0.0,805.0,0.0,48307.0,0.0,1971.0,0.01971765,0.0,6.0,106.0,35.0,11.0,1655.0,0.0,1.0,26.0,1.0,161.0,48413.0,0
LT,2013,2572.0,2514.0,0.0,198.0,990.0,0.0,52670.0,0.0,1683.0,0.0286838,6.0,2.0,103.0,32.0,25.0,2798.0,0.0,46.0,42.0,2.0,160.0,53554.0,0
LT,2014,2639.0,3526.0,0.0,0.0,1280.0,0.0,43025.0,0.0,1740.0,0.02912875,24.0,0.0,153.0,30.0,17.0,3758.0,0.0,1033.0,22.0,0.0,186.0,43178.0,0
LT,2015,3144.0,2757.0,0.0,0.0,1196.0,0.0,39890.0,0.0,1986.0,0.0599897,12.0,0.0,146.0,28.0,30.0,4060.0,0.0,0.0,21.0,0.0,216.0,40060.0,0
LT,2016,3476.0,1688.0,0.0,0.0,1249.0,0.0,41395.0,0.0,2946.0,0.0720793,27.0,0.0,104.0,28.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,41511.0,0
LT,2017,3331.0,2153.0,0.0,0.0,1514.0,0.0,65560.0,0.0,2867.0,0.13549965,27.0,0.0,91.0,37.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,65678.0,0
LT,2018,3543.0,0.0,0.0,0.0,1619.0,0.0,68047.0,0.0,2691.0,0.11885695,12.0,0.0,59.0,42.0,0.0,803.0,0.0,0.0,0.0,0.0,0.0,68133.0,0
LT,2019,0.0,0.0,0.0,0.0,0.0,0.0,75862.0,0.0,3253.0,0.0991592,1.0,0.0,55.0,29.0,0.0,1098.0,0.0,0.0,0.0,0.0,0.0,75930.0,0
LT,2020,0.0,0.0,0.0,0.0,0.0,0.0,74633.0,0.0,0.0,0.1680965,3.0,0.0,36.0,24.0,0.0,1697.0,0.0,0.0,0.0,0.0,0.0,74670.0,0
LT,2021,0.0,0.0,0.0,0.0,0.0,0.0,82865.0,0.0,0.0,0.0,0.0,0.0,43.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82911.0,0
LU,2013,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.0,0.1234,0.0,0.0,0.0,7.0,0.0,135.0,0.0,0.0,66.0,0.0,2.0,2307.0,0
LU,2014,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.0,0.14985,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,57.0,0.0,1.0,2471.0,0
LU,2015,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.13975,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,53.0,0.0,1.0,2455.0,0
LU,2016,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,0.1377,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,56.0,0.0,2.0,2510.0,0
LU,2017,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.0,0.1952,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,59.0,0.0,1.0,2832.0,0
LU,2018,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1809.0,0.19695,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,70.0,0.0,1.0,3277.0,0
LU,2019,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2291,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,63.0,0.0,1.0,4298.0,0
LU,2020,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25515,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,63.0,0.0,2.0,4772.0,0
LU,2021,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,3.0,5864.0,0
LU,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5753.0,0
LV,2012,0.0,2826.0,0.0,0.0,0.0,0.0,68981.0,0.0,0.0,0.0275289,0.0,4.0,203.0,250.0,0.0,3234.0,0.0,12.0,156.0,5.0,228.0,69184.0,0
LV,2013,0.0,3083.0,0.0,0.0,0.0,0.0,69717.0,0.0,0.0,0.0277255499999999,0.0,5.0,283.0,226.0,0.0,3463.0,0.0,10.0,147.0,6.0,212.0,69999.0,0
LV,2014,0.0,2480.0,0.0,0.0,0.0,0.0,75020.0,0.0,0.0,0.0584837,0.0,5.0,119.0,263.0,0.0,2784.0,0.0,11.0,129.0,5.0,153.0,75139.0,0
LV,2015,0.0,2368.0,0.0,0.0,3.0,0.0,83194.0,2.0,0.0,0.07448805,0.0,6.0,258.0,502.0,0.0,2700.0,1.0,23.0,109.0,9.0,184.0,83451.0,0
LV,2016,0.0,0.0,0.0,0.0,0.0,0.0,97699.0,0.0,0.0,0.09337445,0.0,0.0,282.0,504.0,0.0,1582.0,1.0,0.0,0.0,0.0,0.0,97981.0,0
LV,2017,0.0,0.0,0.0,0.0,0.0,0.0,96147.0,0.0,601.0,0.1015863,0.0,0.0,402.0,471.0,0.0,1604.0,0.0,0.0,0.0,0.0,0.0,96549.0,0
LV,2018,0.0,0.0,0.0,0.0,0.0,0.0,93851.0,0.0,44.0,0.12905865,0.0,0.0,476.0,490.0,0.0,1629.0,0.0,0.0,0.0,0.0,0.0,94327.0,0
LV,2019,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1501793,0.0,0.0,0.0,377.0,0.0,1283.0,0.0,0.0,0.0,0.0,0.0,88116.0,0
LV,2020,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,0.0,0.0,0.0,0.0,0.0,87851.0,0
MT,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MT,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NL,2013,18916.0,3070.0,0.0,4307.0,50328.0,1071.0,160510.0,1019.0,60052.0,29.15,0.0,0.0,17110.0,0.0,0.0,12417.0,10861.0,0.0,5560.0,530.0,0.0,177620.0,0
NL,2014,21768.0,2862.0,0.0,1044.0,51135.0,0.0,171234.0,274.0,93323.0,28.72991,0.0,0.0,19885.0,0.0,0.0,9750.0,0.0,0.0,8771.0,564.0,0.0,191119.0,0
NL,2015,37264.0,2736.0,0.0,1817.0,54499.0,0.0,172907.0,277.0,109177.0,31.420840000000005,0.0,0.0,18694.0,0.0,0.0,8961.0,0.0,0.0,6404.0,419.0,0.0,191601.0,0
NL,2016,38101.0,2076.0,0.0,1818.0,57555.0,0.0,177695.0,285.0,117732.0,35.40021375,0.0,0.0,20261.0,0.0,0.0,9547.0,0.0,0.0,6184.0,525.0,0.0,197956.0,0
NL,2017,33064.0,2237.0,0.0,1757.0,51992.0,0.0,198576.0,588.0,121385.0,38.6551,0.0,0.0,19485.0,0.0,0.0,11380.0,0.0,0.0,6496.0,623.0,0.0,218061.0,0
NL,2018,34819.0,2378.0,0.0,1787.0,53944.0,0.0,223181.0,785.0,138605.0,44.14977875,0.0,0.0,24614.0,0.0,0.0,11976.0,0.0,0.0,8204.0,575.0,0.0,247795.0,0
NL,2019,32487.0,2410.0,0.0,4091.0,10767.0,0.0,260260.0,402.0,96540.0,49.81890375,0.0,0.0,33421.0,0.0,0.0,13278.0,0.0,0.0,8652.0,679.0,0.0,293681.0,0
NL,2020,0.0,2384.0,0.0,0.0,0.0,0.0,265314.0,0.0,0.0,51.64005,0.0,0.0,36320.0,0.0,0.0,13168.0,0.0,0.0,9708.0,926.0,0.0,301634.0,0
NL,2012,0.0,2519.0,0.0,0.0,0.0,0.0,280287.0,0.0,0.0,50.3777725,0.0,0.0,35692.0,0.0,0.0,0.0,0.0,0.0,9092.0,1299.0,0.0,315979.0,0
NL,2021,0.0,2674.0,0.0,0.0,0.0,0.0,296192.0,0.0,0.0,49.942395,0.0,0.0,37646.0,0.0,0.0,0.0,0.0,0.0,9538.0,1071.0,0.0,333838.0,0
PL,2012,0.0,0.0,0.0,689.0,102.0,0.0,35154.0,1.0,0.0,1.03262125,50.0,0.0,739.0,24.0,0.0,146.0,6283.0,0.0,0.0,22.0,0.0,35942.0,0
PL,2013,0.0,0.0,0.0,0.0,0.0,0.0,27324.0,0.0,0.0,1.695159,52.0,0.0,615.0,60.0,0.0,150.0,49.0,0.0,0.0,0.0,0.0,27991.0,0
PL,2014,0.0,0.0,0.0,0.0,0.0,0.0,25943.0,0.0,0.0,1.090964,72.0,0.0,567.0,50.0,0.0,24.0,27.0,0.0,0.0,0.0,0.0,26583.0,0
PL,2015,0.0,0.0,0.0,0.0,0.0,0.0,24524.0,0.0,0.0,1.12850445,58.0,0.0,661.0,78.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25243.0,0
PL,2016,0.0,0.0,0.0,0.0,0.0,0.0,24881.0,0.0,0.0,0.996887,107.0,0.0,595.0,93.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25583.0,0
PL,2017,0.0,0.0,0.0,0.0,0.0,0.0,26018.0,0.0,0.0,1.0132055,79.0,0.0,637.0,69.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26734.0,0
PL,2018,78.0,0.0,0.0,0.0,3.0,0.0,26017.0,1.0,0.0,0.8253379999999999,88.0,0.0,668.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26773.0,0
PL,2019,10.0,0.0,0.0,35.0,514.0,0.0,25946.0,50.0,0.0,1.151607,165.0,0.0,543.0,65.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,26655.0,0
PL,2020,0.0,0.0,0.0,11.0,63.0,0.0,28806.0,1.0,0.0,1.375158,23.0,0.0,664.0,52.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,29493.0,0
RO,2012,18.0,0.0,3.0,42.0,61.0,36.0,33103.0,0.0,1947.0,0.660704,2445.0,0.0,398.0,2847.0,0.0,1.0,65.0,0.0,6.0,0.0,0.0,35945.0,0
RO,2013,40.0,0.0,0.0,21.0,31.0,0.0,31551.0,0.0,560.0,0.723655,1102.0,0.0,82.0,3344.0,0.0,6.0,69.0,0.0,0.0,0.0,0.0,38478.0,0
RO,2014,55.0,0.0,0.0,50.0,51.0,0.0,39609.0,42.0,1000.0,1.13720505,462.0,0.0,70.0,3489.0,0.0,0.0,40.0,25.0,0.0,1.0,0.0,34995.0,0
RO,2015,50.0,14.0,0.0,42.0,4016.0,0.0,35775.0,0.0,1000.0,0.6163926499999999,247.0,0.0,2373.0,5475.0,0.0,0.0,40.0,0.0,1.0,4.0,0.0,28062.0,0
RO,2016,50.0,0.0,0.0,42.0,121.0,0.0,39184.0,0.0,1000.0,0.7468482,599.0,0.0,86.0,5783.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,42443.0,0
RO,2017,16.0,0.0,0.0,40.0,14.0,0.0,0.0,0.0,1000.0,0.8178970999999999,0.0,0.0,35.0,4480.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,36140.0,0
RO,2018,18.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,21918.0,1.44438665,0.0,0.0,0.0,8673.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,39820.0,0
RO,2019,21.0,0.0,0.0,0.0,36.0,0.0,0.0,43.0,21848.0,1.53772935,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RO,2020,20.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,25242.0,2.212141,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0
RO,2021,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SE,2013,22131.0,18398.0,0.0,760.0,531.0,1318.0,365940.0,2610.0,98729.0,13.253,0.0,0.0,0.0,0.0,0.0,23668.0,0.0,0.0,3882.0,317.0,1071.0,365940.0,1
SE,2014,26327.0,19103.0,0.0,722.0,673.0,0.0,371452.0,4418.0,116710.0,13.1795122,0.0,0.0,0.0,0.0,0.0,24593.0,0.0,0.0,3997.0,347.0,1146.0,371452.0,1
SE,2015,36393.0,18887.0,0.0,0.0,1536.0,0.0,370259.0,7587.0,139234.0,16.43373495,0.0,0.0,0.0,0.0,0.0,25075.0,0.0,0.0,4537.0,520.0,1131.0,370259.0,1
SE,2016,27367.0,19088.0,0.0,0.0,1223.0,0.0,371015.0,5599.0,144743.0,19.74316765,0.0,0.0,0.0,0.0,0.0,26568.0,0.0,0.0,4819.0,1523.0,1138.0,371015.0,1
SE,2017,25993.0,19290.0,0.0,0.0,1661.0,0.0,414233.0,5348.0,140026.0,19.00596735,0.0,0.0,0.0,0.0,0.0,26877.0,0.0,0.0,4811.0,1667.0,1109.0,414233.0,1
SE,2018,32110.0,21806.0,0.0,0.0,1600.0,0.0,464970.0,2730.0,146210.0,18.8873563,0.0,0.0,0.0,0.0,0.0,29750.0,0.0,0.0,5540.0,1217.0,1187.0,464970.0,1
SE,2019,28970.0,22382.0,0.0,0.0,1430.0,0.0,464170.0,2610.0,136410.0,18.8137931,0.0,0.0,0.0,0.0,0.0,30914.0,0.0,0.0,6135.0,1333.0,1063.0,464170.0,1
SE,2020,27090.0,21853.0,0.0,0.0,0.0,0.0,481200.0,2690.0,127860.0,18.8045977,0.0,0.0,0.0,0.0,0.0,30820.0,0.0,0.0,6553.0,1420.0,993.0,481200.0,1
SE,2021,24170.0,20752.0,0.0,0.0,0.0,0.0,482320.0,2060.0,123440.0,16.8827585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6652.0,1318.0,922.0,482320.0,1
SI,2012,105.0,268.0,0.0,0.0,64.0,0.0,4591.0,3.0,0.0,0.1826867999999999,117.0,0.0,122.0,21.0,2.0,295.0,33.0,0.0,4.0,17.0,4.0,4830.0,0
SI,2014,36.0,177.0,0.0,1.0,89.0,0.0,5122.0,10.0,0.0,0.2068975,128.0,0.0,144.0,45.0,2.0,200.0,0.0,0.0,5.0,14.0,2.0,5395.0,0
SI,2015,27.0,128.0,0.0,1.0,70.0,0.0,5416.0,7.0,0.0,0.2320582,104.0,0.0,106.0,0.0,1.0,152.0,0.0,7.0,10.0,2.0,3.0,5626.0,0
SI,2016,7.0,0.0,0.0,1.0,75.0,0.0,5832.0,25.0,0.0,0.3156989,86.0,0.0,119.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,6036.0,0
SI,2017,29.0,0.0,0.0,1.0,106.0,0.0,0.0,27.0,0.0,0.3467821,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,7128.0,0
SI,2018,432.0,0.0,0.0,2.0,214.0,0.0,0.0,30.0,0.0,0.4328582,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,6051.0,0
SI,2019,518.0,0.0,0.0,3.0,206.0,0.0,0.0,30.0,0.0,0.54342975,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,7187.0,0
SI,2020,383.0,0.0,0.0,18.0,176.0,0.0,0.0,13.0,0.0,0.5852263000000001,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,7740.0,0
SI,2013,589.0,0.0,0.0,15.0,197.0,0.0,0.0,11.0,0.0,0.6657946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7715.0,0
SK,2012,371.0,70.0,0.0,52.0,224.0,0.0,17558.0,0.0,6381.0,0.04651715,1591.0,0.0,8.0,0.0,0.0,32.0,242.0,0.0,0.0,0.0,0.0,19157.0,0
SK,2013,347.0,128.0,0.0,52.0,983.0,0.0,20941.0,0.0,5736.0,0.00796585,1518.0,0.0,215.0,2.0,0.0,73.0,172.0,0.0,0.0,0.0,3.0,22674.0,0
SK,2014,327.0,175.0,0.0,49.0,242.0,0.0,24491.0,0.0,5447.0,0.0181925,1738.0,0.0,70.0,1.0,0.0,137.0,69.0,0.0,0.0,0.0,2.0,26299.0,0
SK,2015,10.0,36.0,0.0,2.0,815.0,0.0,8800.0,0.0,401.0,0.00923755,677.0,0.0,51.0,3.0,0.0,130.0,563.0,0.0,0.0,0.0,1.0,9528.0,0
SK,2016,98.0,0.0,0.0,11.0,656.0,0.0,15349.0,0.0,2111.0,0.0031667999999999,1139.0,0.0,48.0,1.0,0.0,175.0,23.0,0.0,0.0,0.0,194.0,16536.0,0
SK,2017,32.0,0.0,0.0,24.0,139.0,0.0,19184.0,0.0,2154.0,0.0674105,1899.0,0.0,57.0,4.0,0.0,237.0,16.0,0.0,7.0,0.0,0.0,21140.0,0
SK,2018,30.0,0.0,0.0,19.0,79.0,0.0,24811.0,0.0,2671.0,0.0,1086.0,0.0,101.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,25998.0,0
SK,2019,50.0,0.0,0.0,25.0,170.0,0.0,0.0,0.0,3142.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,55.0,0.0,0.0,0.0,0.0,19598.0,0
SK,2020,56.0,0.0,0.0,32.0,182.0,0.0,0.0,0.0,1806.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,22577.0,0
