operator,procstat,geo,TIME_PERIOD,OBS_VALUE
IMP,REG_END,EL,2012,4.0
IMP,REG_END,EL,2013,3.0
IMP,REG_END,EL,2014,7.0
IMP,REG_END,EL,2015,14.0
IMP,REG_END,EL,2016,20.0
IMP,REG_END,EL,2017,30.0
IMP,REG_END,EL,2018,33.0
IMP,REG_END,EL,2019,44.0
IMP,REG_END,EL,2020,45.0
IMP,REG_END,EL,2022,2.47
IMP,REG_END,ES,2012,111.0
IMP,REG_END,ES,2013,112.0
IMP,REG_END,ES,2014,127.0
IMP,REG_END,ES,2015,166.0
IMP,REG_END,ES,2016,205.0
IMP,REG_END,ES,2017,263.0
IMP,REG_END,ES,2018,320.0
IMP,REG_END,ES,2019,364.0
IMP,REG_END,ES,2020,435.0
IMP,REG_END,ES,2021,472.0
IMP,REG_END,ES,2022,230.0
IMP,REG_END,FI,2012,52.0
IMP,REG_END,FI,2013,51.0
IMP,REG_END,FI,2014,111.0
IMP,REG_END,FI,2015,79.0
IMP,REG_END,FI,2016,78.0
IMP,REG_END,FI,2017,59.0
IMP,REG_END,FI,2019,72.0
IMP,REG_END,FI,2020,77.0
IMP,REG_END,FI,2021,84.0
IMP,REG_END,FI,2022,84.0
IMP,REG_END,FR,2012,137.0
IMP,REG_END,FR,2013,137.0
IMP,REG_END,FR,2014,148.0
IMP,REG_END,FR,2015,273.0
IMP,REG_END,FR,2016,316.0
IMP,REG_END,FR,2017,418.0
IMP,REG_END,FR,2022,142.72
IMP,REG_END,HR,2012,30.0
IMP,REG_END,HR,2013,34.0
IMP,REG_END,HR,2014,12.0
IMP,REG_END,HR,2015,19.0
IMP,REG_END,HR,2016,17.0
IMP,REG_END,HR,2017,23.0
IMP,REG_END,HR,2018,14.0
IMP,REG_END,HR,2019,22.0
IMP,REG_END,HR,2021,12.0
IMP,REG_END,HR,2022,12.0
IMP,REG_END,HU,2012,5.0
IMP,REG_END,HU,2013,15.0
IMP,REG_END,HU,2014,16.0
IMP,REG_END,HU,2015,21.0
IMP,REG_END,HU,2016,34.0
IMP,REG_END,HU,2017,36.0
IMP,REG_END,HU,2018,42.0
IMP,REG_END,HU,2019,44.0
IMP,REG_END,HU,2020,57.0
IMP,REG_END,HU,2021,61.0
IMP,REG_END,HU,2022,61.0
IMP,REG_END,IE,2013,32.0
IMP,REG_END,IE,2014,10.0
IMP,REG_END,IE,2015,21.0
IMP,REG_END,IE,2016,23.0
IMP,REG_END,IE,2017,26.0
IMP,REG_END,IE,2020,43.0
IMP,REG_END,IE,2021,156.0
IMP,REG_END,IE,2022,156.0
IMP,REG_END,IS,2012,2.0
IMP,REG_END,IS,2014,2.0
IMP,REG_END,IS,2015,2.0
IMP,REG_END,IS,2016,2.0
IMP,REG_END,IS,2017,2.0
IMP,REG_END,IS,2018,1.0
IMP,REG_END,IS,2019,2.0
IMP,REG_END,IS,2020,2.0
IMP,REG_END,IS,2022,2.47
IMP,REG_END,IT,2012,5.0
IMP,REG_END,IT,2013,260.0
IMP,REG_END,IT,2014,259.0
IMP,REG_END,IT,2015,310.0
IMP,REG_END,IT,2016,363.0
IMP,REG_END,IT,2017,411.0
IMP,REG_END,IT,2018,472.0
IMP,REG_END,IT,2019,527.0
IMP,REG_END,IT,2020,544.0
IMP,REG_END,IT,2022,506.56
IMP,REG_END,LT,2012,0.0
IMP,REG_END,LT,2013,3.0
IMP,REG_END,LT,2014,5.0
IMP,REG_END,LT,2015,8.0
IMP,REG_END,LT,2016,11.0
IMP,REG_END,LT,2017,12.0
IMP,REG_END,LT,2018,11.0
IMP,REG_END,LT,2019,3.0
IMP,REG_END,LT,2020,1.0
IMP,REG_END,LT,2021,1.0
IMP,REG_END,LT,2022,1.0
IMP,REG_END,LU,2013,2.0
IMP,REG_END,LU,2014,5.0
IMP,REG_END,LU,2015,6.0
IMP,REG_END,LU,2016,4.0
IMP,REG_END,LU,2017,6.0
IMP,REG_END,LU,2018,8.0
IMP,REG_END,LU,2019,7.0
IMP,REG_END,LU,2020,7.0
IMP,REG_END,LU,2021,8.0
IMP,REG_END,LU,2022,2.47
IMP,REG_END,LV,2012,2.0
IMP,REG_END,LV,2013,6.0
IMP,REG_END,LV,2014,6.0
IMP,REG_END,LV,2015,10.0
IMP,REG_END,LV,2016,9.0
IMP,REG_END,LV,2017,10.0
IMP,REG_END,LV,2019,5.0
IMP,REG_END,LV,2022,2.47
IMP,REG_END,ME,2022,2.47
IMP,REG_END,MK,2013,2.0
IMP,REG_END,MK,2014,0.0
IMP,REG_END,MK,2015,1.0
IMP,REG_END,MK,2016,0.0
IMP,REG_END,MK,2017,5.0
IMP,REG_END,MK,2018,4.0
IMP,REG_END,MK,2019,5.0
IMP,REG_END,MK,2020,7.0
IMP,REG_END,MK,2021,8.0
IMP,REG_END,MK,2022,2.47
IMP,REG_END,MT,2012,2.0
IMP,REG_END,MT,2013,11.0
IMP,REG_END,MT,2014,11.0
IMP,REG_END,MT,2015,12.0
IMP,REG_END,MT,2016,13.0
IMP,REG_END,MT,2017,12.0
IMP,REG_END,MT,2018,14.0
IMP,REG_END,MT,2019,14.0
IMP,REG_END,MT,2020,17.0
IMP,REG_END,MT,2021,37.0
IMP,REG_END,MT,2022,37.0
IMP,REG_END,NL,2014,276.0
IMP,REG_END,NL,2015,315.0
IMP,REG_END,NL,2016,364.0
IMP,REG_END,NL,2017,385.0
IMP,REG_END,NL,2018,417.0
IMP,REG_END,NL,2019,462.0
IMP,REG_END,NL,2020,479.0
IMP,REG_END,NL,2021,533.0
IMP,REG_END,NL,2022,374.92
IMP,REG_END,NO,2012,60.0
IMP,REG_END,NO,2013,72.0
IMP,REG_END,NO,2014,65.0
IMP,REG_END,NO,2015,74.0
IMP,REG_END,NO,2016,79.0
IMP,REG_END,NO,2017,84.0
IMP,REG_END,NO,2018,93.0
IMP,REG_END,NO,2019,94.0
IMP,REG_END,NO,2020,103.0
IMP,REG_END,NO,2022,62.45
IMP,REG_END,PL,2012,30.0
IMP,REG_END,PL,2013,46.0
IMP,REG_END,PL,2014,68.0
IMP,REG_END,PL,2015,92.0
IMP,REG_END,PL,2016,120.0
IMP,REG_END,PL,2017,161.0
IMP,REG_END,PL,2018,208.0
IMP,REG_END,PL,2019,238.0
IMP,REG_END,PL,2020,267.0
IMP,REG_END,PL,2022,40.67
IMP,REG_END,PT,2012,1.0
IMP,REG_END,PT,2013,2.0
IMP,REG_END,PT,2014,2.0
IMP,REG_END,PT,2015,10.0
IMP,REG_END,PT,2016,15.0
IMP,REG_END,PT,2017,22.0
IMP,REG_END,PT,2018,33.0
IMP,REG_END,PT,2019,41.0
IMP,REG_END,PT,2020,47.0
IMP,REG_END,PT,2021,66.0
IMP,REG_END,PT,2022,66.0
IMP,REG_END,RO,2012,3.0
IMP,REG_END,RO,2013,1.0
IMP,REG_END,RO,2014,3.0
IMP,REG_END,RO,2015,6.0
IMP,REG_END,RO,2016,5.0
IMP,REG_END,RO,2017,9.0
IMP,REG_END,RO,2018,18.0
IMP,REG_END,RO,2019,24.0
IMP,REG_END,RO,2020,30.0
IMP,REG_END,RO,2021,34.0
IMP,REG_END,RO,2022,34.0
IMP,REG_END,RS,2012,21.0
IMP,REG_END,RS,2013,24.0
IMP,REG_END,RS,2014,28.0
IMP,REG_END,RS,2015,30.0
IMP,REG_END,RS,2016,39.0
IMP,REG_END,RS,2018,56.0
IMP,REG_END,RS,2019,65.0
IMP,REG_END,RS,2020,56.0
IMP,REG_END,RS,2022,2.47
IMP,REG_END,SE,2012,218.0
IMP,REG_END,SE,2013,248.0
IMP,REG_END,SE,2014,247.0
IMP,REG_END,SE,2015,207.0
IMP,REG_END,SE,2016,165.0
IMP,REG_END,SE,2017,174.0
IMP,REG_END,SE,2018,205.0
IMP,REG_END,SE,2019,258.0
IMP,REG_END,SE,2020,298.0
IMP,REG_END,SE,2021,361.0
IMP,REG_END,SE,2022,247.52
IMP,REG_END,SI,2012,0.0
IMP,REG_END,SI,2013,9.0
IMP,REG_END,SI,2014,11.0
IMP,REG_END,SI,2015,12.0
IMP,REG_END,SI,2016,14.0
IMP,REG_END,SI,2017,18.0
IMP,REG_END,SI,2018,24.0
IMP,REG_END,SI,2019,27.0
IMP,REG_END,SI,2020,28.0
IMP,REG_END,SI,2022,2.47
IMP,REG_END,SK,2012,7.0
IMP,REG_END,SK,2013,2.0
IMP,REG_END,SK,2014,13.0
IMP,REG_END,SK,2015,11.0
IMP,REG_END,SK,2016,13.0
IMP,REG_END,SK,2017,22.0
IMP,REG_END,SK,2019,44.0
IMP,REG_END,SK,2020,43.0
IMP,REG_END,SK,2022,2.47
IMP,REG_END,TR,2012,35.0
IMP,REG_END,TR,2013,35.0
IMP,REG_END,TR,2014,34.0
IMP,REG_END,TR,2015,44.0
IMP,REG_END,TR,2016,61.0
IMP,REG_END,TR,2017,44.0
IMP,REG_END,TR,2018,51.0
IMP,REG_END,TR,2019,58.0
IMP,REG_END,TR,2020,84.0
IMP,REG_END,TR,2021,44.0
IMP,REG_END,TR,2022,515.0
IMP,REG_END,UK,2012,79.0
IMP,REG_END,UK,2013,75.0
IMP,REG_END,UK,2014,88.0
IMP,REG_END,UK,2015,189.0
IMP,REG_END,UK,2016,135.0
IMP,REG_END,UK,2017,182.0
IMP,REG_END,UK,2018,170.0
IMP,REG_END,UK,2019,216.0
IMP,REG_END,UK,2022,176.6
IMP,REG_NEW,AL,2022,4.0
IMP,REG_NEW,AT,2017,20.0
IMP,REG_NEW,AT,2018,14.0
IMP,REG_NEW,AT,2019,7.0
IMP,REG_NEW,AT,2020,18.0
IMP,REG_NEW,AT,2022,2.47
IMP,REG_NEW,BE,2022,99.5
IMP,REG_NEW,BG,2013,2.0
IMP,REG_NEW,BG,2014,1.0
IMP,REG_NEW,BG,2015,11.0
IMP,REG_NEW,BG,2016,7.0
IMP,REG_NEW,BG,2018,5.0
IMP,REG_NEW,BG,2019,2.0
IMP,REG_NEW,BG,2022,2.47
IMP,REG_NEW,CH,2022,2.47
IMP,REG_NEW,CY,2022,2.47
IMP,REG_NEW,CZ,2013,18.0
IMP,REG_NEW,CZ,2014,32.0
IMP,REG_NEW,CZ,2016,64.0
IMP,REG_NEW,CZ,2019,41.0
IMP,REG_NEW,CZ,2020,45.0
IMP,REG_NEW,CZ,2022,16.4
IMP,REG_NEW,DE,2013,53.0
IMP,REG_NEW,DE,2022,1506.25
IMP,REG_NEW,DK,2022,94.0
IMP,REG_NEW,EE,2022,47.0
IMP,REG_NEW,EL,2022,2.47
IMP,REG_NEW,ES,2022,230.0
IMP,REG_NEW,FI,2022,84.0
IMP,REG_NEW,FR,2022,142.72
IMP,REG_NEW,HR,2013,4.0
IMP,REG_NEW,HR,2014,5.0
IMP,REG_NEW,HR,2015,11.0
IMP,REG_NEW,HR,2016,6.0
IMP,REG_NEW,HR,2017,15.0
IMP,REG_NEW,HR,2018,3.0
IMP,REG_NEW,HR,2019,10.0
IMP,REG_NEW,HR,2022,12.0
IMP,REG_NEW,HU,2022,61.0
IMP,REG_NEW,IE,2017,7.0
IMP,REG_NEW,IE,2022,156.0
IMP,REG_NEW,IS,2019,1.0
IMP,REG_NEW,IS,2022,2.47
IMP,REG_NEW,IT,2022,506.56
IMP,REG_NEW,LT,2022,1.0
IMP,REG_NEW,LU,2014,3.0
IMP,REG_NEW,LU,2022,2.47
IMP,REG_NEW,LV,2013,4.0
IMP,REG_NEW,LV,2015,4.0
IMP,REG_NEW,LV,2016,0.0
IMP,REG_NEW,LV,2017,1.0
IMP,REG_NEW,LV,2019,1.0
IMP,REG_NEW,LV,2022,2.47
IMP,REG_NEW,ME,2022,2.47
IMP,REG_NEW,MK,2015,1.0
IMP,REG_NEW,MK,2022,2.47
IMP,REG_NEW,MT,2013,9.0
IMP,REG_NEW,MT,2014,1.0
IMP,REG_NEW,MT,2015,2.0
IMP,REG_NEW,MT,2016,1.0
IMP,REG_NEW,MT,2017,0.0
IMP,REG_NEW,MT,2018,2.0
IMP,REG_NEW,MT,2019,2.0
IMP,REG_NEW,MT,2020,3.0
IMP,REG_NEW,MT,2022,37.0
IMP,REG_NEW,NL,2022,374.92
IMP,REG_NEW,NO,2022,62.45
IMP,REG_NEW,PL,2022,40.67
IMP,REG_NEW,PT,2013,1.0
IMP,REG_NEW,PT,2014,0.0
IMP,REG_NEW,PT,2015,1.0
IMP,REG_NEW,PT,2017,7.0
IMP,REG_NEW,PT,2022,66.0
IMP,REG_NEW,RO,2014,1.0
IMP,REG_NEW,RO,2015,1.0
IMP,REG_NEW,RO,2016,1.0
IMP,REG_NEW,RO,2017,7.0
IMP,REG_NEW,RO,2022,34.0
IMP,REG_NEW,RS,2022,2.47
IMP,REG_NEW,SE,2022,247.52
IMP,REG_NEW,SI,2022,2.47
IMP,REG_NEW,SK,2014,13.0
IMP,REG_NEW,SK,2022,2.47
IMP,REG_NEW,TR,2022,515.0
IMP,REG_NEW,UK,2022,176.6
IMP,REG_WDN,AL,2022,4.0
IMP,REG_WDN,AT,2017,11.0
IMP,REG_WDN,AT,2018,18.0
IMP,REG_WDN,AT,2019,11.0
IMP,REG_WDN,AT,2020,5.0
IMP,REG_WDN,AT,2022,2.47
IMP,REG_WDN,BE,2022,99.5
IMP,REG_WDN,BG,2013,0.0
IMP,REG_WDN,BG,2014,1.0
IMP,REG_WDN,BG,2015,6.0
IMP,REG_WDN,BG,2016,2.0
IMP,REG_WDN,BG,2018,9.0
IMP,REG_WDN,BG,2019,6.0
IMP,REG_WDN,BG,2022,2.47
IMP,REG_WDN,CH,2022,2.47
IMP,REG_WDN,CY,2022,2.47
IMP,REG_WDN,CZ,2013,7.0
IMP,REG_WDN,CZ,2014,11.0
IMP,REG_WDN,CZ,2016,13.0
IMP,REG_WDN,CZ,2019,33.0
IMP,REG_WDN,CZ,2020,32.0
IMP,REG_WDN,CZ,2022,11.96
IMP,REG_WDN,DE,2013,61.0
IMP,REG_WDN,DE,2022,677.64
IMP,REG_WDN,DK,2022,94.0
IMP,REG_WDN,EE,2022,47.0
IMP,REG_WDN,EL,2022,2.47
IMP,REG_WDN,ES,2022,230.0
IMP,REG_WDN,FI,2022,84.0
IMP,REG_WDN,FR,2022,142.72
IMP,REG_WDN,HR,2013,0.0
IMP,REG_WDN,HR,2014,27.0
IMP,REG_WDN,HR,2015,4.0
IMP,REG_WDN,HR,2016,8.0
IMP,REG_WDN,HR,2017,9.0
IMP,REG_WDN,HR,2018,12.0
IMP,REG_WDN,HR,2019,2.0
IMP,REG_WDN,HR,2022,12.0
IMP,REG_WDN,HU,2022,61.0
IMP,REG_WDN,IE,2017,4.0
IMP,REG_WDN,IE,2022,156.0
IMP,REG_WDN,IS,2022,2.47
IMP,REG_WDN,IT,2022,506.56
IMP,REG_WDN,LT,2022,1.0
IMP,REG_WDN,LU,2014,0.0
IMP,REG_WDN,LU,2022,2.47
IMP,REG_WDN,LV,2015,0.0
IMP,REG_WDN,LV,2016,1.0
IMP,REG_WDN,LV,2017,0.0
IMP,REG_WDN,LV,2019,5.0
IMP,REG_WDN,LV,2022,2.47
IMP,REG_WDN,ME,2022,2.47
IMP,REG_WDN,MK,2016,1.0
IMP,REG_WDN,MK,2022,2.47
IMP,REG_WDN,MT,2013,0.0
IMP,REG_WDN,MT,2014,1.0
IMP,REG_WDN,MT,2015,1.0
IMP,REG_WDN,MT,2016,0.0
IMP,REG_WDN,MT,2017,1.0
IMP,REG_WDN,MT,2018,0.0
IMP,REG_WDN,MT,2019,2.0
IMP,REG_WDN,MT,2020,0.0
IMP,REG_WDN,MT,2022,37.0
IMP,REG_WDN,NL,2022,374.92
IMP,REG_WDN,NO,2022,62.45
IMP,REG_WDN,PL,2022,40.67
IMP,REG_WDN,PT,2013,0.0
IMP,REG_WDN,PT,2014,0.0
IMP,REG_WDN,PT,2015,1.0
IMP,REG_WDN,PT,2017,0.0
IMP,REG_WDN,PT,2022,66.0
IMP,REG_WDN,RO,2014,0.0
IMP,REG_WDN,RO,2015,1.0
IMP,REG_WDN,RO,2016,2.0
IMP,REG_WDN,RO,2017,3.0
IMP,REG_WDN,RO,2022,34.0
IMP,REG_WDN,RS,2022,2.47
IMP,REG_WDN,SE,2022,247.52
IMP,REG_WDN,SI,2022,2.47
IMP,REG_WDN,SK,2014,2.0
IMP,REG_WDN,SK,2022,2.47
IMP,REG_WDN,TR,2022,515.0
IMP,REG_WDN,UK,2022,176.6
PRC,REG_END,AL,2021,62.0
PRC,REG_END,AL,2022,66.36
PRC,REG_END,AT,2013,2393.0
PRC,REG_END,AT,2014,2118.0
PRC,REG_END,AT,2015,1617.0
PRC,REG_END,AT,2016,1683.0
PRC,REG_END,AT,2017,1650.0
PRC,REG_END,AT,2018,1651.0
PRC,REG_END,AT,2019,1691.0
PRC,REG_END,AT,2020,1673.0
PRC,REG_END,AT,2021,1925.0
PRC,REG_END,AT,2022,1650.5
PRC,REG_END,BE,2012,767.0
PRC,REG_END,BE,2013,861.0
PRC,REG_END,BE,2014,891.0
PRC,REG_END,BE,2015,1014.0
PRC,REG_END,BE,2016,1116.0
PRC,REG_END,BE,2017,1227.0
PRC,REG_END,BE,2018,1403.0
PRC,REG_END,BE,2019,1585.0
PRC,REG_END,BE,2022,832.72
PRC,REG_END,BG,2012,81.0
PRC,REG_END,BG,2013,92.0
PRC,REG_END,BG,2014,132.0
PRC,REG_END,BG,2015,161.0
PRC,REG_END,BG,2016,175.0
PRC,REG_END,BG,2018,234.0
PRC,REG_END,BG,2019,249.0
PRC,REG_END,BG,2021,286.0
PRC,REG_END,BG,2022,153.93
PRC,REG_END,CH,2022,66.36
PRC,REG_END,CY,2012,53.0
PRC,REG_END,CY,2013,66.0
PRC,REG_END,CY,2014,51.0
PRC,REG_END,CY,2015,60.0
PRC,REG_END,CY,2016,57.0
PRC,REG_END,CY,2017,64.0
PRC,REG_END,CY,2018,57.0
PRC,REG_END,CY,2019,61.0
PRC,REG_END,CY,2020,70.0
PRC,REG_END,CY,2021,70.0
PRC,REG_END,CY,2022,70.0
PRC,REG_END,CZ,2012,448.0
PRC,REG_END,CZ,2013,471.0
PRC,REG_END,CZ,2014,506.0
PRC,REG_END,CZ,2015,558.0
PRC,REG_END,CZ,2016,616.0
PRC,REG_END,CZ,2017,655.0
PRC,REG_END,CZ,2018,724.0
PRC,REG_END,CZ,2019,802.0
PRC,REG_END,CZ,2020,852.0
PRC,REG_END,CZ,2021,930.0
PRC,REG_END,CZ,2022,461.8
PRC,REG_END,DE,2012,9183.0
PRC,REG_END,DE,2013,9146.0
PRC,REG_END,DE,2014,11609.0
PRC,REG_END,DE,2015,14280.0
PRC,REG_END,DE,2016,14494.0
PRC,REG_END,DE,2017,15019.0
PRC,REG_END,DE,2018,15670.0
PRC,REG_END,DE,2019,16162.0
PRC,REG_END,DE,2020,17254.0
PRC,REG_END,DE,2021,19536.0
PRC,REG_END,DE,2022,19536.0
PRC,REG_END,DK,2012,703.0
PRC,REG_END,DK,2013,760.0
PRC,REG_END,DK,2014,787.0
PRC,REG_END,DK,2015,908.0
PRC,REG_END,DK,2016,972.0
PRC,REG_END,DK,2017,1018.0
PRC,REG_END,DK,2018,963.0
PRC,REG_END,DK,2019,1092.0
PRC,REG_END,DK,2020,1162.0
PRC,REG_END,DK,2022,967.95
PRC,REG_END,EE,2012,72.0
PRC,REG_END,EE,2013,84.0
PRC,REG_END,EE,2014,109.0
PRC,REG_END,EE,2015,118.0
PRC,REG_END,EE,2016,135.0
PRC,REG_END,EE,2017,169.0
PRC,REG_END,EE,2018,171.0
PRC,REG_END,EE,2019,173.0
PRC,REG_END,EE,2020,176.0
PRC,REG_END,EE,2021,195.0
PRC,REG_END,EE,2022,195.0
PRC,REG_END,EL,2012,1564.0
PRC,REG_END,EL,2013,1555.0
PRC,REG_END,EL,2014,1635.0
PRC,REG_END,EL,2015,1526.0
PRC,REG_END,EL,2016,1495.0
PRC,REG_END,EL,2017,1586.0
PRC,REG_END,EL,2018,1542.0
PRC,REG_END,EL,2019,1642.0
PRC,REG_END,EL,2020,1653.0
PRC,REG_END,EL,2022,1548.11
PRC,REG_END,ES,2012,2790.0
PRC,REG_END,ES,2013,2842.0
PRC,REG_END,ES,2014,3082.0
PRC,REG_END,ES,2015,3492.0
PRC,REG_END,ES,2016,3810.0
PRC,REG_END,ES,2017,4297.0
PRC,REG_END,ES,2018,4627.0
PRC,REG_END,ES,2019,5230.0
PRC,REG_END,ES,2020,5561.0
PRC,REG_END,ES,2021,5921.0
PRC,REG_END,ES,2022,5921.0
PRC,REG_END,FI,2012,455.0
PRC,REG_END,FI,2013,665.0
PRC,REG_END,FI,2014,679.0
PRC,REG_END,FI,2015,453.0
PRC,REG_END,FI,2016,535.0
PRC,REG_END,FI,2017,360.0
PRC,REG_END,FI,2019,430.0
PRC,REG_END,FI,2020,523.0
PRC,REG_END,FI,2021,463.0
PRC,REG_END,FI,2022,463.0
PRC,REG_END,FR,2012,8957.0
PRC,REG_END,FR,2013,8957.0
PRC,REG_END,FR,2014,11198.0
PRC,REG_END,FR,2015,11842.0
PRC,REG_END,FR,2016,12826.0
PRC,REG_END,FR,2017,14859.0
