operator,procstat,geo,TIME_PERIOD,OBS_VALUE
PRC,REG_END,FR,2022,12085.06
PRC,REG_END,HR,2012,154.0
PRC,REG_END,HR,2013,181.0
PRC,REG_END,HR,2014,237.0
PRC,REG_END,HR,2015,320.0
PRC,REG_END,HR,2016,312.0
PRC,REG_END,HR,2017,357.0
PRC,REG_END,HR,2018,368.0
PRC,REG_END,HR,2019,395.0
PRC,REG_END,HR,2021,378.0
PRC,REG_END,HR,2022,315.52
PRC,REG_END,HU,2012,414.0
PRC,REG_END,HU,2013,371.0
PRC,REG_END,HU,2014,254.0
PRC,REG_END,HU,2015,410.0
PRC,REG_END,HU,2016,442.0
PRC,REG_END,HU,2017,492.0
PRC,REG_END,HU,2018,515.0
PRC,REG_END,HU,2019,523.0
PRC,REG_END,HU,2020,521.0
PRC,REG_END,HU,2021,489.0
PRC,REG_END,HU,2022,489.0
PRC,REG_END,IE,2013,193.0
PRC,REG_END,IE,2014,243.0
PRC,REG_END,IE,2015,255.0
PRC,REG_END,IE,2016,275.0
PRC,REG_END,IE,2017,307.0
PRC,REG_END,IE,2020,180.0
PRC,REG_END,IE,2021,215.0
PRC,REG_END,IE,2022,249.6
PRC,REG_END,IS,2012,17.0
PRC,REG_END,IS,2014,26.0
PRC,REG_END,IS,2015,29.0
PRC,REG_END,IS,2016,28.0
PRC,REG_END,IS,2017,32.0
PRC,REG_END,IS,2018,23.0
PRC,REG_END,IS,2019,20.0
PRC,REG_END,IS,2020,22.0
PRC,REG_END,IS,2022,22.5
PRC,REG_END,IT,2012,5873.0
PRC,REG_END,IT,2013,10860.0
PRC,REG_END,IT,2014,12641.0
PRC,REG_END,IT,2015,14658.0
PRC,REG_END,IT,2016,16578.0
PRC,REG_END,IT,2017,18497.0
PRC,REG_END,IT,2018,20087.0
PRC,REG_END,IT,2019,21940.0
PRC,REG_END,IT,2020,22689.0
PRC,REG_END,IT,2022,11803.93
PRC,REG_END,LT,2012,91.0
PRC,REG_END,LT,2013,108.0
PRC,REG_END,LT,2014,67.0
PRC,REG_END,LT,2015,61.0
PRC,REG_END,LT,2016,65.0
PRC,REG_END,LT,2017,86.0
PRC,REG_END,LT,2018,81.0
PRC,REG_END,LT,2019,124.0
PRC,REG_END,LT,2020,148.0
PRC,REG_END,LT,2021,121.0
PRC,REG_END,LT,2022,121.0
PRC,REG_END,LU,2013,64.0
PRC,REG_END,LU,2014,72.0
PRC,REG_END,LU,2015,79.0
PRC,REG_END,LU,2016,82.0
PRC,REG_END,LU,2017,88.0
PRC,REG_END,LU,2018,94.0
PRC,REG_END,LU,2019,101.0
PRC,REG_END,LU,2020,104.0
PRC,REG_END,LU,2021,107.0
PRC,REG_END,LU,2022,80.5
PRC,REG_END,LV,2012,86.0
PRC,REG_END,LV,2013,59.0
PRC,REG_END,LV,2014,50.0
PRC,REG_END,LV,2015,75.0
PRC,REG_END,LV,2016,48.0
PRC,REG_END,LV,2017,51.0
PRC,REG_END,LV,2019,65.0
PRC,REG_END,LV,2022,86.0
PRC,REG_END,ME,2021,25.0
PRC,REG_END,ME,2022,66.36
PRC,REG_END,MK,2013,15.0
PRC,REG_END,MK,2014,11.0
PRC,REG_END,MK,2015,15.0
PRC,REG_END,MK,2016,17.0
PRC,REG_END,MK,2017,15.0
PRC,REG_END,MK,2018,20.0
PRC,REG_END,MK,2019,23.0
PRC,REG_END,MK,2020,24.0
PRC,REG_END,MK,2021,17.0
PRC,REG_END,MK,2022,23.38
PRC,REG_END,MT,2012,4.0
PRC,REG_END,MT,2013,10.0
PRC,REG_END,MT,2014,9.0
PRC,REG_END,MT,2015,8.0
PRC,REG_END,MT,2016,7.0
PRC,REG_END,MT,2017,5.0
PRC,REG_END,MT,2018,5.0
PRC,REG_END,MT,2019,7.0
PRC,REG_END,MT,2020,8.0
PRC,REG_END,MT,2021,8.0
PRC,REG_END,MT,2022,8.0
PRC,REG_END,NL,2012,1035.0
PRC,REG_END,NL,2013,1088.0
PRC,REG_END,NL,2014,999.0
PRC,REG_END,NL,2015,994.0
PRC,REG_END,NL,2016,990.0
PRC,REG_END,NL,2017,995.0
PRC,REG_END,NL,2018,1031.0
PRC,REG_END,NL,2019,1021.0
PRC,REG_END,NL,2020,993.0
PRC,REG_END,NL,2021,995.0
PRC,REG_END,NL,2022,995.0
PRC,REG_END,NO,2012,541.0
PRC,REG_END,NO,2013,507.0
PRC,REG_END,NO,2014,490.0
PRC,REG_END,NO,2015,358.0
PRC,REG_END,NO,2016,399.0
PRC,REG_END,NO,2017,407.0
PRC,REG_END,NO,2018,457.0
PRC,REG_END,NO,2019,428.0
PRC,REG_END,NO,2020,471.0
PRC,REG_END,NO,2022,403.32
PRC,REG_END,PL,2012,312.0
PRC,REG_END,PL,2013,407.0
PRC,REG_END,PL,2014,484.0
PRC,REG_END,PL,2015,336.0
PRC,REG_END,PL,2016,436.0
PRC,REG_END,PL,2017,455.0
PRC,REG_END,PL,2018,533.0
PRC,REG_END,PL,2019,636.0
PRC,REG_END,PL,2020,668.0
PRC,REG_END,PL,2022,445.69
PRC,REG_END,PT,2012,376.0
PRC,REG_END,PT,2013,437.0
PRC,REG_END,PT,2014,540.0
PRC,REG_END,PT,2015,558.0
PRC,REG_END,PT,2016,639.0
PRC,REG_END,PT,2017,760.0
PRC,REG_END,PT,2018,788.0
PRC,REG_END,PT,2019,933.0
PRC,REG_END,PT,2020,1036.0
PRC,REG_END,PT,2021,1296.0
PRC,REG_END,PT,2022,1296.0
PRC,REG_END,RO,2012,105.0
PRC,REG_END,RO,2013,100.0
PRC,REG_END,RO,2014,124.0
PRC,REG_END,RO,2015,142.0
PRC,REG_END,RO,2016,150.0
PRC,REG_END,RO,2017,161.0
PRC,REG_END,RO,2018,175.0
PRC,REG_END,RO,2019,191.0
PRC,REG_END,RO,2020,201.0
PRC,REG_END,RO,2021,209.0
PRC,REG_END,RO,2022,209.0
PRC,REG_END,RS,2012,26.0
PRC,REG_END,RS,2013,32.0
PRC,REG_END,RS,2014,44.0
PRC,REG_END,RS,2015,37.0
PRC,REG_END,RS,2016,44.0
PRC,REG_END,RS,2018,110.0
PRC,REG_END,RS,2019,128.0
PRC,REG_END,RS,2020,101.0
PRC,REG_END,RS,2022,29.42
PRC,REG_END,SE,2012,680.0
PRC,REG_END,SE,2013,762.0
PRC,REG_END,SE,2014,855.0
PRC,REG_END,SE,2015,880.0
PRC,REG_END,SE,2016,1144.0
PRC,REG_END,SE,2017,1328.0
PRC,REG_END,SE,2018,1350.0
PRC,REG_END,SE,2019,1027.0
PRC,REG_END,SE,2020,1048.0
PRC,REG_END,SE,2021,1128.0
PRC,REG_END,SE,2022,1128.0
PRC,REG_END,SI,2012,177.0
PRC,REG_END,SI,2013,193.0
PRC,REG_END,SI,2014,236.0
PRC,REG_END,SI,2015,279.0
PRC,REG_END,SI,2016,310.0
PRC,REG_END,SI,2017,375.0
PRC,REG_END,SI,2018,133.0
PRC,REG_END,SI,2019,142.0
PRC,REG_END,SI,2020,139.0
PRC,REG_END,SI,2022,140.35
PRC,REG_END,SK,2012,57.0
PRC,REG_END,SK,2013,48.0
PRC,REG_END,SK,2014,56.0
PRC,REG_END,SK,2015,48.0
PRC,REG_END,SK,2016,36.0
PRC,REG_END,SK,2017,85.0
PRC,REG_END,SK,2019,142.0
PRC,REG_END,SK,2020,119.0
PRC,REG_END,SK,2022,61.81
PRC,REG_END,TR,2012,118.0
PRC,REG_END,TR,2013,118.0
PRC,REG_END,TR,2014,839.0
PRC,REG_END,TR,2015,1064.0
PRC,REG_END,TR,2016,1422.0
PRC,REG_END,TR,2017,1142.0
PRC,REG_END,TR,2018,1501.0
PRC,REG_END,TR,2019,1309.0
PRC,REG_END,TR,2020,1844.0
PRC,REG_END,TR,2021,506.0
PRC,REG_END,TR,2022,118.0
PRC,REG_END,UK,2012,2052.0
PRC,REG_END,UK,2013,2079.0
PRC,REG_END,UK,2014,2487.0
PRC,REG_END,UK,2015,2625.0
PRC,REG_END,UK,2016,2969.0
PRC,REG_END,UK,2017,3131.0
PRC,REG_END,UK,2018,2655.0
PRC,REG_END,UK,2019,2566.0
PRC,REG_END,UK,2022,2061.18
PRC,REG_NEW,AL,2022,12.48
PRC,REG_NEW,AT,2017,162.0
PRC,REG_NEW,AT,2018,138.0
PRC,REG_NEW,AT,2019,144.0
PRC,REG_NEW,AT,2020,201.0
PRC,REG_NEW,AT,2022,149.52
PRC,REG_NEW,BE,2022,12.48
PRC,REG_NEW,BG,2013,27.0
PRC,REG_NEW,BG,2014,59.0
PRC,REG_NEW,BG,2015,80.0
PRC,REG_NEW,BG,2016,43.0
PRC,REG_NEW,BG,2018,87.0
PRC,REG_NEW,BG,2019,36.0
PRC,REG_NEW,BG,2022,12.48
PRC,REG_NEW,CH,2022,12.48
PRC,REG_NEW,CY,2022,12.48
PRC,REG_NEW,CZ,2013,63.0
PRC,REG_NEW,CZ,2014,72.0
PRC,REG_NEW,CZ,2016,103.0
PRC,REG_NEW,CZ,2020,163.0
PRC,REG_NEW,CZ,2022,120.76
PRC,REG_NEW,DE,2013,855.0
PRC,REG_NEW,DE,2022,11891.96
PRC,REG_NEW,DK,2013,100.0
PRC,REG_NEW,DK,2022,100.0
PRC,REG_NEW,EE,2022,12.48
PRC,REG_NEW,EL,2022,1548.11
PRC,REG_NEW,ES,2022,5921.0
PRC,REG_NEW,FI,2022,12.48
PRC,REG_NEW,FR,2022,12085.06
PRC,REG_NEW,HR,2013,30.0
PRC,REG_NEW,HR,2014,67.0
PRC,REG_NEW,HR,2015,102.0
PRC,REG_NEW,HR,2016,30.0
PRC,REG_NEW,HR,2017,78.0
PRC,REG_NEW,HR,2018,28.0
PRC,REG_NEW,HR,2019,43.0
PRC,REG_NEW,HR,2022,12.48
PRC,REG_NEW,HU,2022,12.48
PRC,REG_NEW,IE,2017,55.0
PRC,REG_NEW,IE,2022,12.48
PRC,REG_NEW,IS,2016,1.0
PRC,REG_NEW,IS,2017,5.0
PRC,REG_NEW,IS,2020,2.0
PRC,REG_NEW,IS,2022,3.4
PRC,REG_NEW,IT,2022,11803.93
PRC,REG_NEW,LT,2022,12.48
PRC,REG_NEW,LU,2014,11.0
PRC,REG_NEW,LU,2022,12.48
PRC,REG_NEW,LV,2013,23.0
PRC,REG_NEW,LV,2015,33.0
PRC,REG_NEW,LV,2016,4.0
PRC,REG_NEW,LV,2017,11.0
PRC,REG_NEW,LV,2019,9.0
PRC,REG_NEW,LV,2022,17.72
PRC,REG_NEW,ME,2022,12.48
PRC,REG_NEW,MK,2015,11.0
PRC,REG_NEW,MK,2016,13.0
PRC,REG_NEW,MK,2022,12.69
PRC,REG_NEW,MT,2013,1.0
PRC,REG_NEW,MT,2014,0.0
PRC,REG_NEW,MT,2015,0.0
PRC,REG_NEW,MT,2016,2.0
PRC,REG_NEW,MT,2017,0.0
PRC,REG_NEW,MT,2018,0.0
PRC,REG_NEW,MT,2019,2.0
PRC,REG_NEW,MT,2020,1.0
PRC,REG_NEW,MT,2022,0.0
PRC,REG_NEW,NL,2022,12.48
PRC,REG_NEW,NO,2022,12.48
PRC,REG_NEW,PL,2022,12.48
PRC,REG_NEW,PT,2013,90.0
PRC,REG_NEW,PT,2014,111.0
PRC,REG_NEW,PT,2015,110.0
PRC,REG_NEW,PT,2017,155.0
PRC,REG_NEW,PT,2022,90.0
PRC,REG_NEW,RO,2014,48.0
PRC,REG_NEW,RO,2015,50.0
PRC,REG_NEW,RO,2016,51.0
PRC,REG_NEW,RO,2017,39.0
PRC,REG_NEW,RO,2022,49.5
PRC,REG_NEW,RS,2022,12.48
PRC,REG_NEW,SE,2022,12.48
PRC,REG_NEW,SI,2022,12.48
PRC,REG_NEW,SK,2014,12.0
PRC,REG_NEW,SK,2022,12.27
PRC,REG_NEW,TR,2022,12.48
PRC,REG_NEW,UK,2022,2061.18
PRC,REG_WDN,AL,2022,5.65
PRC,REG_WDN,AT,2017,195.0
PRC,REG_WDN,AT,2018,137.0
PRC,REG_WDN,AT,2019,104.0
PRC,REG_WDN,AT,2020,219.0
PRC,REG_WDN,AT,2022,149.0
PRC,REG_WDN,BE,2022,5.65
PRC,REG_WDN,BG,2013,16.0
PRC,REG_WDN,BG,2014,19.0
PRC,REG_WDN,BG,2015,51.0
PRC,REG_WDN,BG,2016,29.0
PRC,REG_WDN,BG,2018,34.0
PRC,REG_WDN,BG,2019,21.0
PRC,REG_WDN,BG,2022,27.76
PRC,REG_WDN,CH,2022,5.65
PRC,REG_WDN,CY,2022,5.65
PRC,REG_WDN,CZ,2013,40.0
PRC,REG_WDN,CZ,2014,37.0
PRC,REG_WDN,CZ,2016,45.0
PRC,REG_WDN,CZ,2020,113.0
PRC,REG_WDN,CZ,2022,38.77
PRC,REG_WDN,DE,2013,892.0
PRC,REG_WDN,DE,2022,6858.08
PRC,REG_WDN,DK,2013,43.0
PRC,REG_WDN,DK,2022,43.0
PRC,REG_WDN,EE,2022,5.65
PRC,REG_WDN,EL,2022,1548.11
PRC,REG_WDN,ES,2022,5921.0
PRC,REG_WDN,FI,2022,5.65
PRC,REG_WDN,FR,2022,12085.06
PRC,REG_WDN,HR,2013,3.0
PRC,REG_WDN,HR,2014,11.0
PRC,REG_WDN,HR,2015,19.0
PRC,REG_WDN,HR,2016,38.0
PRC,REG_WDN,HR,2017,33.0
PRC,REG_WDN,HR,2018,17.0
PRC,REG_WDN,HR,2019,16.0
PRC,REG_WDN,HR,2022,11.0
PRC,REG_WDN,HU,2022,5.65
PRC,REG_WDN,IE,2017,23.0
PRC,REG_WDN,IE,2022,23.0
PRC,REG_WDN,IS,2016,2.0
PRC,REG_WDN,IS,2017,1.0
PRC,REG_WDN,IS,2019,3.0
PRC,REG_WDN,IS,2022,2.09
PRC,REG_WDN,IT,2022,11803.93
PRC,REG_WDN,LT,2022,5.65
PRC,REG_WDN,LU,2014,3.0
PRC,REG_WDN,LU,2022,5.65
PRC,REG_WDN,LV,2013,11.0
PRC,REG_WDN,LV,2015,8.0
PRC,REG_WDN,LV,2016,31.0
PRC,REG_WDN,LV,2017,8.0
PRC,REG_WDN,LV,2019,3.0
PRC,REG_WDN,LV,2022,9.62
PRC,REG_WDN,ME,2022,5.65
PRC,REG_WDN,MK,2015,7.0
PRC,REG_WDN,MK,2016,11.0
PRC,REG_WDN,MK,2022,6.34
PRC,REG_WDN,MT,2013,0.0
PRC,REG_WDN,MT,2014,1.0
PRC,REG_WDN,MT,2015,1.0
PRC,REG_WDN,MT,2016,3.0
PRC,REG_WDN,MT,2017,2.0
PRC,REG_WDN,MT,2018,0.0
PRC,REG_WDN,MT,2019,0.0
PRC,REG_WDN,MT,2020,0.0
PRC,REG_WDN,MT,2022,0.0
PRC,REG_WDN,NL,2022,5.65
PRC,REG_WDN,NO,2022,5.65
PRC,REG_WDN,PL,2022,5.65
PRC,REG_WDN,PT,2013,48.0
PRC,REG_WDN,PT,2014,33.0
PRC,REG_WDN,PT,2015,46.0
PRC,REG_WDN,PT,2017,34.0
PRC,REG_WDN,PT,2022,46.9
PRC,REG_WDN,RO,2014,28.0
PRC,REG_WDN,RO,2015,35.0
PRC,REG_WDN,RO,2016,43.0
PRC,REG_WDN,RO,2017,28.0
PRC,REG_WDN,RO,2022,28.0
PRC,REG_WDN,RS,2022,5.65
PRC,REG_WDN,SE,2022,5.65
PRC,REG_WDN,SI,2022,5.65
PRC,REG_WDN,SK,2014,4.0
PRC,REG_WDN,SK,2022,4.81
PRC,REG_WDN,TR,2022,5.65
PRC,REG_WDN,UK,2022,2061.18
PRD_AGRI,REG_END,AL,2021,130.0
PRD_AGRI,REG_END,AL,2022,130.0
PRD_AGRI,REG_END,AT,2012,21843.0
PRD_AGRI,REG_END,AT,2013,21863.0
PRD_AGRI,REG_END,AT,2014,22184.0
PRD_AGRI,REG_END,AT,2015,23070.0
PRD_AGRI,REG_END,AT,2016,24213.0
PRD_AGRI,REG_END,AT,2017,24998.0
PRD_AGRI,REG_END,AT,2018,25795.0
PRD_AGRI,REG_END,AT,2019,26042.0
PRD_AGRI,REG_END,AT,2020,26407.0
PRD_AGRI,REG_END,AT,2021,26720.0
PRD_AGRI,REG_END,AT,2022,26720.0
PRD_AGRI,REG_END,BE,2012,1435.0
PRD_AGRI,REG_END,BE,2013,1656.0
PRD_AGRI,REG_END,BE,2014,1602.0
PRD_AGRI,REG_END,BE,2015,1733.0
PRD_AGRI,REG_END,BE,2016,1946.0
PRD_AGRI,REG_END,BE,2017,2105.0
PRD_AGRI,REG_END,BE,2018,2264.0
PRD_AGRI,REG_END,BE,2019,2394.0
PRD_AGRI,REG_END,BE,2022,2085.92
PRD_AGRI,REG_END,BG,2012,2754.0
PRD_AGRI,REG_END,BG,2013,3854.0
PRD_AGRI,REG_END,BG,2014,3893.0
PRD_AGRI,REG_END,BG,2015,5919.0
PRD_AGRI,REG_END,BG,2016,6964.0
PRD_AGRI,REG_END,BG,2018,6213.0
PRD_AGRI,REG_END,BG,2019,5942.0
PRD_AGRI,REG_END,BG,2021,4352.0
PRD_AGRI,REG_END,BG,2022,4352.0
PRD_AGRI,REG_END,CH,2013,6047.0
PRD_AGRI,REG_END,CH,2014,6195.0
PRD_AGRI,REG_END,CH,2015,6298.0
PRD_AGRI,REG_END,CH,2016,6410.0
PRD_AGRI,REG_END,CH,2017,6705.0
PRD_AGRI,REG_END,CH,2018,7032.0
PRD_AGRI,REG_END,CH,2019,7284.0
PRD_AGRI,REG_END,CH,2020,7561.0
PRD_AGRI,REG_END,CH,2021,7670.0
PRD_AGRI,REG_END,CH,2022,7670.0
PRD_AGRI,REG_END,CY,2012,719.0
PRD_AGRI,REG_END,CY,2013,746.0
PRD_AGRI,REG_END,CY,2014,743.0
PRD_AGRI,REG_END,CY,2015,1032.0
PRD_AGRI,REG_END,CY,2016,1174.0
PRD_AGRI,REG_END,CY,2017,1175.0
PRD_AGRI,REG_END,CY,2018,1249.0
PRD_AGRI,REG_END,CY,2019,1252.0
PRD_AGRI,REG_END,CY,2020,1223.0
PRD_AGRI,REG_END,CY,2021,1292.0
PRD_AGRI,REG_END,CY,2022,1292.0
PRD_AGRI,REG_END,CZ,2012,3907.0
PRD_AGRI,REG_END,CZ,2013,3910.0
PRD_AGRI,REG_END,CZ,2014,3866.0
PRD_AGRI,REG_END,CZ,2015,4121.0
PRD_AGRI,REG_END,CZ,2016,4271.0
PRD_AGRI,REG_END,CZ,2017,4426.0
PRD_AGRI,REG_END,CZ,2018,4601.0
PRD_AGRI,REG_END,CZ,2019,4694.0
PRD_AGRI,REG_END,CZ,2020,4669.0
PRD_AGRI,REG_END,CZ,2021,4797.0
PRD_AGRI,REG_END,CZ,2022,4681.5
PRD_AGRI,REG_END,DE,2012,23032.0
PRD_AGRI,REG_END,DE,2013,23271.0
PRD_AGRI,REG_END,DE,2014,23717.0
PRD_AGRI,REG_END,DE,2015,25078.0
PRD_AGRI,REG_END,DE,2016,27636.0
PRD_AGRI,REG_END,DE,2017,29764.0
PRD_AGRI,REG_END,DE,2018,32366.0
PRD_AGRI,REG_END,DE,2019,34136.0
PRD_AGRI,REG_END,DE,2020,35262.0
PRD_AGRI,REG_END,DE,2021,36236.0
PRD_AGRI,REG_END,DE,2022,36236.0
PRD_AGRI,REG_END,DK,2012,2651.0
PRD_AGRI,REG_END,DK,2013,2563.0
PRD_AGRI,REG_END,DK,2014,2538.0
PRD_AGRI,REG_END,DK,2015,2984.0
PRD_AGRI,REG_END,DK,2016,3306.0
PRD_AGRI,REG_END,DK,2017,3631.0
PRD_AGRI,REG_END,DK,2018,3941.0
PRD_AGRI,REG_END,DK,2019,4099.0
PRD_AGRI,REG_END,DK,2020,4186.0
PRD_AGRI,REG_END,DK,2022,4139.89
PRD_AGRI,REG_END,EE,2012,1478.0
PRD_AGRI,REG_END,EE,2013,1553.0
PRD_AGRI,REG_END,EE,2014,1542.0
PRD_AGRI,REG_END,EE,2015,1629.0
PRD_AGRI,REG_END,EE,2016,1753.0
PRD_AGRI,REG_END,EE,2017,1888.0
PRD_AGRI,REG_END,EE,2018,1948.0
PRD_AGRI,REG_END,EE,2019,2060.0
PRD_AGRI,REG_END,EE,2020,2050.0
PRD_AGRI,REG_END,EE,2021,2043.0
PRD_AGRI,REG_END,EE,2022,2043.0
PRD_AGRI,REG_END,EL,2012,23448.0
PRD_AGRI,REG_END,EL,2013,21986.0
PRD_AGRI,REG_END,EL,2014,20186.0
PRD_AGRI,REG_END,EL,2015,19604.0
PRD_AGRI,REG_END,EL,2016,20197.0
PRD_AGRI,REG_END,EL,2017,27808.0
PRD_AGRI,REG_END,EL,2018,29594.0
PRD_AGRI,REG_END,EL,2019,30124.0
PRD_AGRI,REG_END,EL,2020,29869.0
PRD_AGRI,REG_END,EL,2022,29999.05
PRD_AGRI,REG_END,ES,2012,30462.0
PRD_AGRI,REG_END,ES,2013,30502.0
PRD_AGRI,REG_END,ES,2014,30602.0
PRD_AGRI,REG_END,ES,2015,34673.0
PRD_AGRI,REG_END,ES,2016,36207.0
PRD_AGRI,REG_END,ES,2017,37712.0
PRD_AGRI,REG_END,ES,2018,39505.0
